,mc2,r2,n_features_selected,perc_reduction_features,feature,coeff,feature_importance
288,Core Treats,0.9474519275439929,5,64.28571428571428,total_visits_exc,0.0,0.0
289,Core Food,0.9404157188825747,4,71.42857142857143,total_visits_exc,0.0,0.0
290,Prescription Food & Treats,0.8608952640487085,5,64.28571428571428,total_visits_exc,-0.0,0.0
291,Premium,0.990197135081476,11,21.42857142857143,total_visits_exc,-12818.046199300155,12818.046199300155
292,Health & Wellness,0.982506502020755,7,50.0,total_visits_exc,-27830.614304537827,27830.614304537827
293,Toys,0.9846228539613054,5,64.28571428571428,total_visits_exc,0.0,0.0
294,Containment & Gear,0.958323155055493,7,50.0,total_visits_exc,0.0,0.0
295,Beds & Furniture,0.9818795155979155,6,57.14285714285714,total_visits_exc,207928.48413417433,207928.48413417433
296,"Leashes, Collars & Bowls",0.9275895823292332,7,50.0,total_visits_exc,-0.0,0.0
297,Grooming & Waste Management,0.9365487887316618,7,50.0,total_visits_exc,-0.0,0.0
298,Technology,0.941962838924514,10,28.57142857142857,total_visits_exc,-475319.98844484874,475319.98844484874
299,Litter,0.9540921226254634,4,71.42857142857143,total_visits_exc,0.0,0.0
300,Over the Counter,0.934570139349339,7,50.0,total_visits_exc,578013.2996646372,578013.2996646372
301,Apparel & People Products,0.9840368683869404,10,28.57142857142857,total_visits_exc,-0.0,0.0
302,Flea & Tick,0.9424654613516299,6,57.14285714285714,total_visits_exc,-0.0,0.0
303,Fish,0.8523385821199098,14,0.0,total_visits_exc,33638.887330013706,33638.887330013706
304,Reptile & Amphibians,0.9481254873191983,7,50.0,total_visits_exc,-0.0,0.0
305,Pet Bird,0.9477105297409166,8,42.85714285714286,total_visits_exc,0.0,0.0
306,Small Pet,0.9857534746963389,5,64.28571428571428,total_visits_exc,-93267.66536691721,93267.66536691721
307,Wild Bird,0.8818545055591201,7,50.0,total_visits_exc,0.0,0.0
308,Perishable,0.8004946407366003,7,50.0,total_visits_exc,0.0,0.0
309,Equine,0.9775651941524515,8,42.85714285714286,total_visits_exc,-0.0,0.0
310,Chicken & Farm,0.24042276955896758,1,92.85714285714286,total_visits_exc,-0.0,0.0
311,Personalized,0.9534351679012671,4,71.42857142857143,total_visits_exc,0.0,0.0
312,Core Treats,0.9474519275439929,5,64.28571428571428,lagged_oos_rate,-0.0,0.0
313,Core Food,0.9404157188825747,4,71.42857142857143,lagged_oos_rate,0.0,0.0
314,Prescription Food & Treats,0.8608952640487085,5,64.28571428571428,lagged_oos_rate,-0.0,0.0
315,Premium,0.990197135081476,11,21.42857142857143,lagged_oos_rate,-15153.245683961433,15153.245683961433
316,Health & Wellness,0.982506502020755,7,50.0,lagged_oos_rate,-0.0,0.0
317,Toys,0.9846228539613054,5,64.28571428571428,lagged_oos_rate,0.0,0.0
318,Containment & Gear,0.958323155055493,7,50.0,lagged_oos_rate,0.0,0.0
319,Beds & Furniture,0.9818795155979155,6,57.14285714285714,lagged_oos_rate,-344407.44879139046,344407.44879139046
320,"Leashes, Collars & Bowls",0.9275895823292332,7,50.0,lagged_oos_rate,-44254.0933022127,44254.0933022127
321,Grooming & Waste Management,0.9365487887316618,7,50.0,lagged_oos_rate,-0.0,0.0
322,Technology,0.941962838924514,10,28.57142857142857,lagged_oos_rate,-169700.31562070752,169700.31562070752
323,Litter,0.9540921226254634,4,71.42857142857143,lagged_oos_rate,0.0,0.0
324,Over the Counter,0.934570139349339,7,50.0,lagged_oos_rate,-121117.61805995915,121117.61805995915
325,Apparel & People Products,0.9840368683869404,10,28.57142857142857,lagged_oos_rate,81540.60748812405,81540.60748812405
326,Flea & Tick,0.9424654613516299,6,57.14285714285714,lagged_oos_rate,-0.0,0.0
327,Fish,0.8523385821199098,14,0.0,lagged_oos_rate,31867.519624557222,31867.519624557222
328,Reptile & Amphibians,0.9481254873191983,7,50.0,lagged_oos_rate,-57241.61701754771,57241.61701754771
329,Pet Bird,0.9477105297409166,8,42.85714285714286,lagged_oos_rate,-0.0,0.0
330,Small Pet,0.9857534746963389,5,64.28571428571428,lagged_oos_rate,-0.0,0.0
331,Wild Bird,0.8818545055591201,7,50.0,lagged_oos_rate,-77524.22622196886,77524.22622196886
332,Perishable,0.8004946407366003,7,50.0,lagged_oos_rate,-14766.406303387614,14766.406303387614
333,Equine,0.9775651941524515,8,42.85714285714286,lagged_oos_rate,65237.58299850441,65237.58299850441
334,Chicken & Farm,0.24042276955896758,1,92.85714285714286,lagged_oos_rate,34678.1856695113,34678.1856695113
335,Personalized,0.9534351679012671,4,71.42857142857143,lagged_oos_rate,14395.499605973037,14395.499605973037
